Branch of Service,Rank,Functional Branch,Student_ID,Service Component,Commissioning Source
Army,CPT,Medical Corps,2507451,Active,Direct Commission (Medical)
Army,CPT,Cyber,2507551,National Guard,ROTC
Army,MAJ,Cyber,2507651,National Guard,OCS
Army,MAJ,Cyber,2507751,Reserve,ROTC
Army,MAJ,Aviation,2507851,Active,OCS
Army,CPT,Finance Corps,2507951,Active,ROTC
Army,CPT,Signal Corps,2508051,National Guard,ROTC
Army,CPT,Logistics,2508151,Active,Service Academy
Army,CPT,Military Police,2508251,Active,Service Academy
Army,MAJ,Engineer,2508351,National Guard,OCS
DoD Civilian,GS-13,Cyber Operations,2508451,Civilian ,n/a
Marines,CPT,Intelligence,2508551,Active,OCS
Army,CPT,Military Police,2508651,Active,ROTC
Army,CPT,Engineer,2508751,Reserve,ROTC
Army,CPT,Signal Corps,2508851,Active,OCS
Army,MAJ,Intelligence,2508951,Active,ROTC
DoD Civilian,GS-12,Human Resources,2509051,Civilian ,n/a
Army,MAJ,Armor,2509151,National Guard,OCS
Army,CPT,Medical Corps,2509251,Active,Direct Commission (Medical)
Army,MAJ,Cyber,2509351,Active,ROTC
Army,MAJ,Military Police,2509451,National Guard,ROTC
Air Force,CPT,Medical,2509551,Active,Direct Commission (Medical)
Army,CPT,Military Police,2509651,National Guard,ROTC
Air Force,CPT,Maintenance,2509751,Active,OCS
Army,MAJ,Field Artillery,2509851,Active,Service Academy
Army,CPT,Finance Corps,2509951,Active,ROTC
Army,CPT,Logistics,2510051,Active,Service Academy
Marines,CPT,Intelligence,2510151,Active,OCS
Air Force,MAJ,Cyber Operations,2510251,Active,ROTC
Army,CPT,Logistics,2510351,Active,ROTC
Army,MAJ,Field Artillery,2510451,Active,ROTC
Army,CPT,Finance Corps,2510551,Active,ROTC
DoD Civilian,GS-13,Logistics,2511851,Civilian ,n/a
Army,CPT,Intelligence,2510751,Active,ROTC
Army,MAJ,Field Artillery,2510851,Active,ROTC
Army,MAJ,Field Artillery,2510951,Active,OCS
Army,MAJ,Aviation,2511051,Active,OCS
Army,MAJ,Signal Corps,2511151,Active,OCS
Army,MAJ,Military Police,2511251,National Guard,ROTC
Army,CPT,Finance Corps,2511351,National Guard,ROTC
Army,CPT,Military Police,2511451,Active,ROTC
Army,CPT,Infantry,2511551,Reserve,OCS
Army,CPT,Cyber,2511651,Active,ROTC
Army,CPT,Logistics,2511751,National Guard,Service Academy
DoD Civilian,GS-12,Medical,2525651,Civilian ,n/a
Army,CPT,Aviation,2511951,Reserve,OCS
DoD Civilian,GS-12,Human Resources,2533451,Civilian ,n/a
Army,MAJ,Military Police,2512151,Active,OCS
Army,MAJ,Military Police,2512251,Active,ROTC
Army,CPT,Cyber,2512351,Active,Service Academy
Army,MAJ,Engineer,2512451,Active,OCS
Army,MAJ,Finance Corps,2512551,National Guard,ROTC
Army,MAJ,Medical Corps,2512651,National Guard,Direct Commission (Medical)
Army,CPT,Signal Corps,2512751,Active,OCS
Army,CPT,Signal Corps,2512851,Active,OCS
Army,CPT,Intelligence,2512951,National Guard,ROTC
DoD Civilian,GS-13,Cyber Operations,2534051,Civilian ,n/a
Army,CPT,Field Artillery,2513151,Active,ROTC
Army,CPT,Engineer,2513251,Active,ROTC
Marines,MAJ,Artillery,2513351,Active,ROTC
Air Force,MAJ,Medical,2513451,Reserve,Direct Commission (Medical)
Army,MAJ,Aviation,2513551,Active,ROTC
Army,CPT,Engineer,2513651,Reserve,Service Academy
Air Force,CPT,Medical,2513751,Active,Direct Commission (Medical)
Army,CPT,Military Police,2513851,Active,Service Academy
Army,MAJ,Finance Corps,2513951,Active,ROTC
Army,CPT,Logistics,2514051,Active,ROTC
Army,CPT,Engineer,2514151,Active,ROTC
Army,CPT,Aviation,2514251,Active,Service Academy
Army,CPT,Field Artillery,2514351,Active,ROTC
Army,MAJ,Field Artillery,2514451,Active,OCS
Army,MAJ,Aviation,2514551,Active,Service Academy
Army,MAJ,Infantry,2514651,Active,Service Academy
Army,CPT,Field Artillery,2514751,Reserve,Service Academy
Army,MAJ,Engineer,2514851,Active,Service Academy
Air Force,MAJ,Maintenance,2514951,National Guard,ROTC
Army,MAJ,Field Artillery,2515051,Active,ROTC
Army,MAJ,Signal Corps,2515151,National Guard,ROTC
Army,CPT,Engineer,2515251,Active,OCS
Army,MAJ,Medical Corps,2515351,Active,Direct Commission (Medical)
Air Force,CPT,Medical,2515451,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2515551,Active,ROTC
Army,CPT,Military Police,2515651,Active,Service Academy
Navy,LT,Aviation,2515751,Active,OCS
Army,CPT,Intelligence,2515851,Active,Service Academy
Army,CPT,Finance Corps,2515951,Reserve,Service Academy
DoD Civilian,GS-13,Cyber Operations,2537051,Civilian ,n/a
Army,MAJ,Logistics,2516151,Active,OCS
Army,MAJ,Field Artillery,2516251,Active,OCS
Army,CPT,Field Artillery,2516351,Active,OCS
Army,MAJ,Military Police,2516451,Active,Service Academy
Army,CPT,Cyber,2516551,Active,ROTC
Army,MAJ,Military Police,2516651,Active,Service Academy
Army,MAJ,Signal Corps,2516751,Reserve,OCS
Army,CPT,Intelligence,2516851,Active,ROTC
Army,MAJ,Finance Corps,2516951,Reserve,ROTC
Army,MAJ,Logistics,2517051,Reserve,OCS
Army,CPT,Intelligence,2517151,Active,OCS
Army,CPT,Military Police,2517251,Reserve,OCS
Army,CPT,Infantry,2517351,Active,OCS
Army,CPT,Logistics,2517451,Reserve,ROTC
Army,MAJ,Field Artillery,2517551,National Guard,OCS
Army,CPT,Military Police,2517651,Active,OCS
Army,MAJ,Infantry,2517751,Reserve,Service Academy
Army,MAJ,Aviation,2517851,Reserve,ROTC
Army,MAJ,Cyber,2517951,Active,OCS
Army,CPT,Field Artillery,2518051,National Guard,OCS
Army,CPT,Signal Corps,2518151,National Guard,OCS
Army,MAJ,Signal Corps,2518251,Active,OCS
Army,CPT,Engineer,2518351,Active,ROTC
Navy,LCDR,Surface Warfare,2518451,Active,ROTC
Army,MAJ,Logistics,2518551,Active,OCS
Army,MAJ,Infantry,2518651,National Guard,Service Academy
Army,CPT,Finance Corps,2518751,Reserve,Service Academy
Air Force,MAJ,Intelligence,2518851,Active,ROTC
Navy,LT,Medical,2518951,Active,Direct Commission (Medical)
Space Force,MAJ,Space Operations,2519051,Active,OCS
Army,CPT,Field Artillery,2519151,Active,Service Academy
Army,MAJ,Medical Corps,2519251,Reserve,Direct Commission (Medical)
Army,MAJ,Military Police,2519351,Active,ROTC
Army,CPT,Signal Corps,2519451,Active,Service Academy
Army,MAJ,Field Artillery,2519551,Active,ROTC
Army,CPT,Logistics,2519651,Active,Service Academy
Army,MAJ,Field Artillery,2519751,Active,Service Academy
Navy,LCDR,Surface Warfare,2519851,Reserve,Service Academy
Army,MAJ,Armor,2519951,Active,Service Academy
Army,MAJ,Infantry,2520051,Active,Service Academy
Air Force,MAJ,Cyber Operations,2520151,National Guard,OCS
Army,CPT,Military Police,2520251,Active,Service Academy
Army,CPT,Armor,2520351,Active,OCS
Army,CPT,Intelligence,2520451,Active,OCS
Army,CPT,Armor,2520551,Reserve,OCS
Air Force,MAJ,Intelligence,2520651,Active,Service Academy
Army,MAJ,Field Artillery,2520751,National Guard,Service Academy
Army,CPT,Infantry,2520851,Active,ROTC
Army,CPT,Field Artillery,2520951,Active,ROTC
Army,CPT,Intelligence,2521051,Active,Service Academy
Army,MAJ,Armor,2521151,Reserve,ROTC
Air Force,CPT,Medical,2521251,Active,Direct Commission (Medical)
Army,MAJ,Infantry,2521351,National Guard,ROTC
Marines,CPT,Infantry,2521451,Active,OCS
Army,MAJ,Armor,2521551,Active,ROTC
Army,CPT,Intelligence,2521651,Active,OCS
Army,MAJ,Engineer,2521751,Active,Service Academy
Army,CPT,Intelligence,2521851,Active,ROTC
Army,CPT,Cyber,2521951,National Guard,Service Academy
Army,MAJ,Logistics,2522051,Reserve,OCS
Army,CPT,Signal Corps,2522151,Active,OCS
DoD Civilian,GS-13,Cyber Operations,2544251,Civilian ,n/a
Army,CPT,Logistics,2522351,National Guard,OCS
Army,MAJ,Signal Corps,2522451,Active,Service Academy
Army,CPT,Infantry,2522551,Active,OCS
Army,MAJ,Engineer,2522651,Active,OCS
Army,CPT,Signal Corps,2522751,National Guard,ROTC
Air Force,MAJ,Intelligence,2522851,National Guard,OCS
Army,CPT,Cyber,2522951,Active,OCS
Army,CPT,Engineer,2523051,Active,Service Academy
Army,CPT,Cyber,2523151,Reserve,ROTC
Army,CPT,Finance Corps,2523251,Active,ROTC
Army,CPT,Military Police,2523351,National Guard,OCS
Army,MAJ,Medical Corps,2523451,Active,Direct Commission (Medical)
Army,MAJ,Engineer,2523551,Active,ROTC
Army,CPT,Aviation,2523651,Active,ROTC
Army,CPT,Aviation,2523751,Active,Service Academy
Army,MAJ,Signal Corps,2523851,Active,ROTC
Army,CPT,Field Artillery,2523951,Active,ROTC
Army,MAJ,Signal Corps,2524051,Active,ROTC
Army,CPT,Logistics,2524151,Active,ROTC
Army,CPT,Infantry,2524251,Active,OCS
Army,MAJ,Intelligence,2524351,Active,Service Academy
Army,CPT,Field Artillery,2524451,National Guard,Service Academy
Army,CPT,Cyber,2524551,Active,OCS
Army,CPT,Medical Corps,2524651,Active,Direct Commission (Medical)
Army,CPT,Field Artillery,2524751,Active,ROTC
Army,MAJ,Engineer,2524851,National Guard,Service Academy
Army,MAJ,Infantry,2524951,National Guard,ROTC
Army,MAJ,Logistics,2525051,Active,OCS
Army,MAJ,Military Police,2525151,National Guard,Service Academy
Army,MAJ,Engineer,2525251,Active,ROTC
Army,CPT,Finance Corps,2525351,Active,ROTC
Army,MAJ,Logistics,2525451,Reserve,ROTC
Army,MAJ,Aviation,2525551,Active,Service Academy
DoD Civilian,GS-13,Cyber Operations,2559851,Civilian ,n/a
Army,MAJ,Field Artillery,2525751,Active,Service Academy
Army,CPT,Finance Corps,2525851,Active,Service Academy
Army,CPT,Infantry,2525951,Active,OCS
Army,CPT,Engineer,2526051,Active,Service Academy
Army,CPT,Military Police,2526151,Active,Service Academy
Navy,LCDR,Submarine,2526251,Active,OCS
Army,CPT,Infantry,2526351,Active,OCS
Army,MAJ,Signal Corps,2526451,Active,Service Academy
Army,CPT,Intelligence,2526551,National Guard,OCS
Army,MAJ,Finance Corps,2526651,Active,ROTC
Army,MAJ,Intelligence,2526751,National Guard,ROTC
Air Force,CPT,Pilot,2526851,Active,OCS
Army,CPT,Field Artillery,2526951,Reserve,ROTC
Army,CPT,Field Artillery,2527051,Active,OCS
Army,CPT,Medical Corps,2527151,Active,Direct Commission (Medical)
Army,CPT,Infantry,2527251,Active,ROTC
Army,MAJ,Engineer,2527351,Active,ROTC
Army,CPT,Medical Corps,2527451,Active,Direct Commission (Medical)
Army,CPT,Signal Corps,2527551,Active,ROTC
Army,CPT,Logistics,2527651,Active,ROTC
Army,CPT,Engineer,2527751,National Guard,OCS
Army,MAJ,Logistics,2527851,Active,OCS
Army,CPT,Field Artillery,2527951,National Guard,ROTC
Army,MAJ,Armor,2528051,Reserve,OCS
Army,CPT,Field Artillery,2528151,Active,ROTC
Army,CPT,Infantry,2528251,Active,Service Academy
Army,CPT,Signal Corps,2528351,Active,OCS
Army,CPT,Signal Corps,2528451,Active,OCS
Air Force,CPT,Medical,2528551,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2528651,Active,ROTC
Army,CPT,Infantry,2528751,Active,ROTC
Army,CPT,Intelligence,2528851,Reserve,ROTC
Army,CPT,Engineer,2528951,Active,Service Academy
Army,CPT,Intelligence,2529051,Active,OCS
Navy,LCDR,Submarine,2529151,Reserve,OCS
Army,CPT,Cyber,2529251,Active,ROTC
Army,MAJ,Finance Corps,2529351,National Guard,Service Academy
Army,MAJ,Medical Corps,2529451,Active,Direct Commission (Medical)
Army,MAJ,Signal Corps,2529551,Active,OCS
Navy,LCDR,Submarine,2529651,Active,OCS
Army,CPT,Engineer,2529751,Active,Service Academy
Air Force,CPT,Maintenance,2529851,National Guard,ROTC
DoD Civilian,GS-13,Contracting,2561451,Civilian ,n/a
Army,MAJ,Medical Corps,2530051,Active,Direct Commission (Medical)
Army,CPT,Intelligence,2530151,Active,OCS
Army,MAJ,Armor,2530251,Active,ROTC
Air Force,MAJ,Intelligence,2530351,Active,ROTC
Army,MAJ,Aviation,2530451,National Guard,Service Academy
Army,MAJ,Field Artillery,2530551,Active,ROTC
Army,CPT,Signal Corps,2530651,Active,Service Academy
Army,CPT,Logistics,2530751,Active,ROTC
Army,CPT,Medical Corps,2530851,Active,Direct Commission (Medical)
Army,CPT,Intelligence,2530951,Active,Service Academy
Army,CPT,Engineer,2531051,Active,ROTC
Army,CPT,Field Artillery,2531151,Active,OCS
Army,CPT,Field Artillery,2531251,Active,ROTC
Army,MAJ,Cyber,2531351,Active,OCS
Army,CPT,Finance Corps,2531451,Active,Service Academy
DoD Civilian,GS-13,Cyber Operations,2562151,Civilian ,n/a
Army,MAJ,Medical Corps,2531651,National Guard,Direct Commission (Medical)
Army,CPT,Armor,2531751,National Guard,ROTC
Army,MAJ,Signal Corps,2531851,Active,OCS
DoD Civilian,GS-13,Human Resources,2564751,Civilian ,n/a
Space Force,MAJ,Intelligence,2532051,National Guard,OCS
Army,MAJ,Military Police,2532151,Reserve,Service Academy
Army,CPT,Logistics,2532251,National Guard,Service Academy
Army,MAJ,Finance Corps,2532351,Active,ROTC
Army,CPT,Field Artillery,2532451,National Guard,ROTC
Army,MAJ,Medical Corps,2532551,Active,Direct Commission (Medical)
Army,CPT,Infantry,2532651,Active,Service Academy
Army,CPT,Infantry,2532751,Active,ROTC
Army,MAJ,Engineer,2532851,Active,ROTC
Army,CPT,Finance Corps,2532951,National Guard,OCS
Army,CPT,Aviation,2533051,Active,ROTC
Army,CPT,Military Police,2533151,Active,ROTC
Army,MAJ,Armor,2533251,National Guard,ROTC
Army,MAJ,Military Police,2533351,Active,OCS
DoD Civilian,GS-13,Medical,2568351,Civilian ,n/a
Army,CPT,Armor,2533551,Active,OCS
Air Force,CPT,Pilot,2533651,Active,ROTC
Marines,MAJ,Logistics,2533751,Active,Service Academy
Army,CPT,Signal Corps,2533851,Active,ROTC
Navy,LT,Submarine,2533951,Reserve,OCS
DoD Civilian,GS-13,Human Resources,2568851,Civilian ,n/a
Army,CPT,Aviation,2534151,Active,Service Academy
Army,MAJ,Field Artillery,2534251,Active,ROTC
Army,MAJ,Logistics,2534351,Active,OCS
Army,MAJ,Field Artillery,2534451,Active,OCS
Army,MAJ,Field Artillery,2534551,Reserve,ROTC
Army,CPT,Cyber,2534651,Active,Service Academy
Army,CPT,Intelligence,2534751,Active,ROTC
Army,CPT,Engineer,2534851,National Guard,OCS
Navy,LT,Submarine,2534951,Reserve,ROTC
Marines,CPT,Aviation,2535051,Reserve,Service Academy
Army,CPT,Field Artillery,2535151,National Guard,OCS
Army,MAJ,Armor,2535251,Active,Service Academy
Army,MAJ,Cyber,2535351,National Guard,ROTC
Army,MAJ,Aviation,2535451,National Guard,OCS
Air Force,CPT,Intelligence,2535551,National Guard,Service Academy
Army,CPT,Infantry,2535651,Active,OCS
Army,CPT,Intelligence,2535751,Active,OCS
Army,CPT,Field Artillery,2535851,National Guard,ROTC
Army,MAJ,Infantry,2535951,Active,ROTC
Navy,LCDR,Surface Warfare,2536051,Active,Service Academy
Army,CPT,Aviation,2536151,Active,Service Academy
Army,MAJ,Intelligence,2536251,Active,ROTC
Navy,LCDR,Aviation,2536351,Active,Service Academy
Army,MAJ,Aviation,2536451,Active,Service Academy
Army,CPT,Engineer,2536551,Active,ROTC
Army,CPT,Finance Corps,2536651,Active,Service Academy
Army,MAJ,Signal Corps,2536751,Active,Service Academy
Army,MAJ,Cyber,2536851,Reserve,ROTC
Army,CPT,Engineer,2536951,Active,ROTC
DoD Civilian,GS-12,Human Resources,2571551,Civilian ,n/a
Army,CPT,Signal Corps,2537151,Active,ROTC
Army,CPT,Intelligence,2537251,Active,Service Academy
Army,CPT,Armor,2537351,Active,Service Academy
Army,MAJ,Field Artillery,2537451,Active,Service Academy
Army,MAJ,Military Police,2537551,Active,ROTC
Army,CPT,Field Artillery,2537651,Active,Service Academy
Air Force,CPT,Medical,2537751,Active,Direct Commission (Medical)
Army,CPT,Engineer,2537851,Active,Service Academy
Army,MAJ,Military Police,2537951,Active,ROTC
Army,MAJ,Aviation,2538051,Reserve,ROTC
Army,MAJ,Cyber,2538151,Active,ROTC
Army,CPT,Finance Corps,2538251,Active,ROTC
Army,MAJ,Military Police,2538351,Active,Service Academy
Navy,LCDR,Aviation,2538451,Active,ROTC
Army,CPT,Intelligence,2538551,Active,ROTC
Army,CPT,Cyber,2538651,Active,ROTC
Air Force,MAJ,Maintenance,2538751,Active,ROTC
Army,CPT,Logistics,2538851,Active,ROTC
Marines,CPT,Aviation,2538951,Active,Service Academy
Army,MAJ,Field Artillery,2539051,Active,ROTC
Air Force,CPT,Intelligence,2539151,Reserve,ROTC
Army,CPT,Engineer,2539251,Active,ROTC
Army,CPT,Armor,2539351,Reserve,OCS
Army,CPT,Military Police,2539451,Active,OCS
Army,CPT,Armor,2539551,Active,ROTC
Army,CPT,Engineer,2539651,National Guard,Service Academy
Army,MAJ,Infantry,2539751,Active,ROTC
Army,MAJ,Military Police,2539851,Reserve,Service Academy
Army,MAJ,Military Police,2539951,Reserve,OCS
Army,CPT,Aviation,2540051,Active,ROTC
Army,CPT,Military Police,2540151,Active,ROTC
Air Force,CPT,Cyber Operations,2540251,Active,ROTC
Army,MAJ,Finance Corps,2540351,National Guard,ROTC
Army,CPT,Military Police,2540451,National Guard,OCS
Army,MAJ,Finance Corps,2540551,National Guard,Service Academy
Army,CPT,Medical Corps,2540651,Active,Direct Commission (Medical)
Army,MAJ,Engineer,2540751,Active,OCS
Navy,LT,Aviation,2540851,Reserve,OCS
Army,CPT,Engineer,2540951,Active,OCS
Army,MAJ,Signal Corps,2541051,Active,OCS
Army,CPT,Signal Corps,2541151,Active,OCS
Air Force,CPT,Intelligence,2541251,Active,Service Academy
Army,MAJ,Medical Corps,2541351,Reserve,Direct Commission (Medical)
Army,CPT,Armor,2541451,Active,Service Academy
Army,CPT,Military Police,2541551,Active,OCS
Army,CPT,Armor,2541651,Active,ROTC
Army,MAJ,Intelligence,2541751,Reserve,ROTC
Army,CPT,Logistics,2541851,Active,OCS
Army,MAJ,Military Police,2541951,Active,Service Academy
Army,MAJ,Aviation,2542051,Active,ROTC
Air Force,MAJ,Pilot,2542151,National Guard,Service Academy
Army,CPT,Logistics,2542251,Reserve,ROTC
Army,CPT,Engineer,2542351,Active,OCS
Army,MAJ,Engineer,2542451,Active,ROTC
Army,MAJ,Logistics,2542551,Active,OCS
Army,CPT,Infantry,2542651,National Guard,ROTC
Army,CPT,Engineer,2542751,Active,Service Academy
Army,MAJ,Medical Corps,2542851,Active,Direct Commission (Medical)
Army,CPT,Field Artillery,2542951,Active,OCS
Army,MAJ,Aviation,2543051,Active,ROTC
Army,CPT,Signal Corps,2543151,National Guard,ROTC
Army,MAJ,Infantry,2543251,National Guard,OCS
Army,MAJ,Medical Corps,2543351,Active,Direct Commission (Medical)
Army,CPT,Cyber,2543451,Active,Service Academy
Army,MAJ,Signal Corps,2543551,Active,ROTC
Army,MAJ,Cyber,2543651,Active,ROTC
Army,MAJ,Engineer,2543751,Active,ROTC
Army,MAJ,Medical Corps,2543851,National Guard,Direct Commission (Medical)
Army,MAJ,Infantry,2543951,Active,ROTC
Army,CPT,Armor,2544051,Active,OCS
Army,CPT,Logistics,2544151,Active,Service Academy
DoD Civilian,GS-13,Logistics,2580751,Civilian ,n/a
Army,MAJ,Intelligence,2544351,National Guard,ROTC
Navy,LCDR,Intelligence,2544451,Active,ROTC
Army,CPT,Military Police,2544551,National Guard,ROTC
Army,CPT,Signal Corps,2544651,National Guard,ROTC
Army,CPT,Armor,2544751,Reserve,OCS
Army,CPT,Cyber,2544851,Active,ROTC
Army,MAJ,Armor,2544951,Active,ROTC
Army,CPT,Field Artillery,2545051,National Guard,Service Academy
Army,CPT,Engineer,2545151,Reserve,ROTC
Army,MAJ,Engineer,2545251,National Guard,ROTC
Army,MAJ,Logistics,2545351,Active,OCS
Army,MAJ,Cyber,2545451,Active,OCS
Army,MAJ,Logistics,2545551,National Guard,ROTC
Marines,MAJ,Logistics,2545651,Reserve,ROTC
Army,MAJ,Field Artillery,2545751,Reserve,ROTC
Army,MAJ,Field Artillery,2545851,Active,Service Academy
Navy,LCDR,Medical,2545951,Active,Direct Commission (Medical)
Army,CPT,Engineer,2546051,Reserve,ROTC
Army,CPT,Medical Corps,2546151,National Guard,Direct Commission (Medical)
Army,CPT,Signal Corps,2546251,Active,ROTC
Army,CPT,Finance Corps,2546351,National Guard,Service Academy
Air Force,MAJ,Intelligence,2546451,Active,ROTC
Army,CPT,Logistics,2546551,National Guard,OCS
Army,MAJ,Logistics,2546651,Active,OCS
Air Force,CPT,Medical,2546751,Active,Direct Commission (Medical)
Army,MAJ,Infantry,2546851,Active,OCS
Army,MAJ,Engineer,2546951,Active,ROTC
Army,CPT,Engineer,2547051,Active,ROTC
Army,MAJ,Engineer,2547151,Active,Service Academy
Army,MAJ,Armor,2547251,Active,ROTC
Army,MAJ,Finance Corps,2547351,Active,ROTC
Army,CPT,Medical Corps,2547451,Active,Direct Commission (Medical)
Army,MAJ,Armor,2547551,Active,ROTC
Army,MAJ,Field Artillery,2547651,Active,Service Academy
Army,MAJ,Cyber,2547751,National Guard,ROTC
Army,MAJ,Logistics,2547851,National Guard,OCS
Army,MAJ,Field Artillery,2547951,Active,ROTC
Army,CPT,Engineer,2548051,Active,OCS
Army,MAJ,Logistics,2548151,National Guard,ROTC
Air Force,CPT,Medical,2548251,Reserve,Direct Commission (Medical)
Army,MAJ,Armor,2548351,Active,ROTC
Army,MAJ,Cyber,2548451,Active,Service Academy
Army,CPT,Medical Corps,2548551,Active,Direct Commission (Medical)
Coast Guard,LCDR,Surface Operations,2548651,Active,Service Academy
Army,CPT,Field Artillery,2548751,Active,Service Academy
Army,MAJ,Field Artillery,2548851,Active,ROTC
Army,CPT,Armor,2548951,Active,Service Academy
Army,CPT,Medical Corps,2549051,Reserve,Direct Commission (Medical)
Army,CPT,Armor,2549151,Active,OCS
Army,CPT,Logistics,2549251,Active,OCS
Army,MAJ,Cyber,2549351,Reserve,Service Academy
Army,MAJ,Medical Corps,2549451,Active,Direct Commission (Medical)
Army,MAJ,Logistics,2549551,Active,OCS
Army,MAJ,Armor,2549651,Active,ROTC
Army,CPT,Medical Corps,2549751,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2549851,Active,OCS
Army,MAJ,Signal Corps,2549951,Active,ROTC
Army,CPT,Engineer,2550051,Active,ROTC
Army,CPT,Finance Corps,2550151,National Guard,ROTC
Army,MAJ,Cyber,2550251,National Guard,Service Academy
Army,CPT,Intelligence,2550351,Active,ROTC
Army,MAJ,Infantry,2550451,Active,ROTC
Air Force,CPT,Cyber Operations,2550551,Active,OCS
Army,CPT,Infantry,2550651,Reserve,Service Academy
Army,CPT,Intelligence,2550751,Active,Service Academy
